orderid,userid,itemid,gmv,order_time
1080819,49909,4386656,82,2017-04-16
1080827,41127,4229451,100,2017-01-01
1080828,17145,4011122,36,2017-02-02
1080830,14228,4262826,5,2017-02-08
1080839,32328,6485407,14,2017-03-14
1080849,35443,6177062,74,2017-05-22
1080856,13311,6155720,72,2017-03-02
1080860,19054,7763972,32,2017-05-04
1080862,34218,3071344,73,2017-04-02
1080867,51981,8680535,22,2017-03-29
1080876,66055,1804364,9,2017-03-03
1080886,42738,3632155,24,2017-02-01
1080892,32430,8195048,58,2017-02-14
1080901,17989,3472865,3,2017-01-23
1080906,64597,2887704,55,2017-04-29
1080909,34208,5429687,53,2017-01-06
1080914,63494,3626055,99,2017-03-10
1080924,27005,8136324,42,2017-04-29
1080934,35806,3399852,47,2017-03-30
1080935,58178,6758673,95,2017-02-11
1080937,65451,8240317,51,2017-03-07
1080945,32963,5780072,55,2017-01-25
1080952,53805,6554557,2,2017-04-05
1080962,42113,8679868,18,2017-05-06
1080966,50978,1508272,19,2017-01-09
1080969,45764,1895154,50,2017-02-04
1080977,25062,6696928,91,2017-02-09
1080987,32731,4549548,75,2017-03-07
1080991,32230,8158093,64,2017-02-15
1080998,19285,4229595,35,2017-05-26
1081008,32321,6133246,17,2017-05-12
1081017,36789,3464271,58,2017-01-15
1081018,19348,4344271,55,2017-04-15
1081023,63122,1830438,43,2017-01-24
1081025,53188,7855297,34,2017-05-03
1081026,43939,8874384,26,2017-02-24
1081027,21402,6073253,20,2017-01-20
1081034,22175,5663228,42,2017-03-28
1081036,33521,2114251,55,2017-01-06
1081037,20660,1880940,30,2017-01-13
1081043,36178,6787914,75,2017-01-19
1081049,66630,3707695,91,2017-01-31
1081051,40551,4792514,93,2017-05-26
1081060,24286,5878597,91,2017-04-19
1081061,22051,7511527,34,2017-05-03
1081071,44916,9072380,57,2017-03-29
1081073,33197,4901532,28,2017-04-02
1081074,31667,8538719,34,2017-01-30
1081080,31706,5022955,91,2017-02-19
1081089,30403,4613380,13,2017-01-31
1081091,18629,4168089,42,2017-05-16
1081099,21100,5548964,10,2017-05-11
1081104,48797,4341215,20,2017-04-16
1081109,58541,4573383,56,2017-03-06
1081113,32988,3142358,5,2017-02-26
1081116,41313,6832818,96,2017-04-01
1081118,15282,6328833,49,2017-01-01
1081128,41638,6229813,42,2017-01-18
1081134,23639,3253135,16,2017-04-27
1081136,60069,9153643,23,2017-03-23
1081142,41857,4983896,6,2017-01-19
1081145,25907,4189075,28,2017-03-07
1081151,24569,4294635,79,2017-03-31
1081155,33087,5785115,3,2017-03-06
1081165,61544,5338156,20,2017-04-12
1081170,29991,9136526,31,2017-03-07
1081171,29325,9316987,72,2017-03-15
1081172,45302,5830252,83,2017-05-08
1081177,42828,7933986,25,2017-04-29
1081180,53826,7439195,54,2017-04-26
1081189,54818,7160127,94,2017-02-15
1081197,48324,4804471,96,2017-05-28
1081203,49210,5071028,39,2017-01-25
1081210,69110,5935217,80,2017-04-17
1081218,28021,2132031,59,2017-02-26
1081222,42522,5582784,41,2017-01-17
1081224,55950,4188802,72,2017-01-04
1081231,13590,6405086,83,2017-05-14
1081236,48716,2407800,89,2017-03-22
1081244,48720,5481282,76,2017-01-16
1081252,23037,6017997,60,2017-02-08
1081262,64987,8826901,32,2017-04-18
1081269,63419,8315017,28,2017-03-22
1081274,28045,7586897,91,2017-03-13
1081276,47355,2432784,57,2017-02-09
1081284,44625,3689848,77,2017-05-01
1081287,37211,3546214,6,2017-05-11
1081293,17526,3559069,71,2017-02-22
1081296,30435,5566841,49,2017-05-14
1081305,40802,2587723,69,2017-05-23
1081311,14958,5524644,10,2017-01-04
1081316,61738,5543926,34,2017-03-24
1081324,17881,8736930,89,2017-03-14
1081325,50516,8440989,12,2017-01-05
1081329,48720,6215659,91,2017-03-04
1081336,16162,6831247,88,2017-01-07
1081339,27306,2682036,17,2017-04-13
1081346,22322,5837315,30,2017-03-29
1081351,21005,2645285,36,2017-01-21
1081353,48283,5144136,48,2017-03-27
1081358,60959,4254952,22,2017-04-12
1081364,24129,8000211,98,2017-05-02
1081366,31745,8446486,42,2017-02-17
1081368,23231,5364734,85,2017-05-02
1081370,54274,4776699,54,2017-03-13
1081375,46584,4067604,91,2017-01-09
1081381,61156,3276362,55,2017-01-22
1081384,63132,7653313,27,2017-04-06
1081391,68082,6862043,8,2017-02-27
1081394,65555,5346746,4,2017-05-30
1081395,46342,6243634,27,2017-02-20
1081396,64229,8977791,65,2017-01-01
1081406,45662,2423473,33,2017-02-08
1081414,36749,4790517,6,2017-04-24
1081418,33441,2743826,38,2017-02-25
1081427,49395,8097554,11,2017-02-05
1081429,25990,3325993,54,2017-04-17
1081435,10398,8672927,21,2017-01-27
1081443,19096,9018956,3,2017-02-03
1081446,42307,1559245,68,2017-04-15
1081451,50224,6776052,37,2017-02-23
1081456,53729,7164529,53,2017-04-20
1081460,41984,6237938,39,2017-01-18
1081466,62993,8572158,59,2017-01-24
1081476,58108,7851499,78,2017-04-26
1081482,50833,5873039,7,2017-03-19
1081490,11759,8685469,54,2017-02-04
1081497,49310,3639317,65,2017-03-25
1081502,38096,8450457,95,2017-02-27
1081511,68784,1341009,22,2017-01-27
1081515,64340,3996394,88,2017-05-30
1081519,50694,7580176,87,2017-05-05
1081521,38471,7458001,7,2017-04-27
1081522,41346,8469322,58,2017-02-06
1081532,44043,1777746,91,2017-03-09
1081541,33140,1922296,37,2017-03-29
1081545,44834,4658937,50,2017-01-01
1081553,49419,8192951,95,2017-04-25
1081562,53217,6552602,79,2017-03-14
1081566,56315,7607082,27,2017-04-14
1081573,47054,2402306,47,2017-04-26
1081582,57686,1788339,61,2017-01-30
1081583,30061,5622778,58,2017-05-05
1081592,51007,4477456,99,2017-05-07
1081597,21197,2549158,68,2017-01-17
1081603,33059,8446057,62,2017-03-21
1081606,53114,1834134,67,2017-05-09
1081616,34426,3410492,76,2017-02-08
1081626,20424,8455972,80,2017-04-10
1081628,21151,4213910,16,2017-02-13
1081636,25472,1958714,64,2017-03-22
1081643,61511,7935087,55,2017-01-11
1081651,22572,2304602,29,2017-04-19
1081654,31199,8382028,79,2017-04-01
1081658,29330,7149030,1,2017-02-20
1081668,31886,5153417,83,2017-01-03
1081675,53869,6807742,79,2017-05-03
1081683,28722,7711856,73,2017-04-09
1081691,64995,7939354,23,2017-02-18
1081693,16085,6554026,95,2017-01-21
1081700,23402,7262797,46,2017-02-23
1081703,10399,4787547,59,2017-03-30
1081710,29116,5434992,12,2017-03-10
1081714,18172,6341482,39,2017-05-20
1081715,44267,6344565,18,2017-05-04
1081722,17136,8784560,27,2017-05-11
1081724,36797,2080640,47,2017-03-24
1081726,24129,5409386,74,2017-03-09
1081732,34010,6254407,72,2017-04-20
1081741,67931,7720399,46,2017-02-05
1081742,42278,2235605,81,2017-05-05
1081750,59936,5122050,87,2017-02-22
1081753,60690,2663641,2,2017-03-07
1081759,14094,8929730,1,2017-05-13
1081764,63456,9212630,77,2017-04-16
1081771,32337,3834156,64,2017-02-19
1081772,14846,7484189,50,2017-01-17
1081773,50418,1318386,23,2017-03-02
1081774,28795,6138788,84,2017-05-01
1081779,11357,9259653,19,2017-04-18
1081784,40551,6056361,74,2017-02-27
1081794,22971,2428014,75,2017-04-21
1081798,28823,1604716,58,2017-02-12
1081803,12506,6146185,31,2017-05-04
1081809,10572,6572060,71,2017-03-20
1081812,11370,1822546,40,2017-01-12
1081820,21464,1441797,56,2017-01-09
1081830,36472,2850304,32,2017-05-10
1081835,49488,6271222,75,2017-01-19
1081843,52117,1672515,70,2017-02-24
1081850,27411,6452160,14,2017-01-01
1081857,45053,5828229,16,2017-05-02
1081859,29710,8293269,74,2017-04-13
1081864,60360,1665763,93,2017-03-25
1081868,54152,6178055,78,2017-05-28
1081870,37516,2350299,68,2017-01-30
1081880,19403,7048981,53,2017-04-29
1081881,17443,3360735,17,2017-05-22
1081887,10812,7828562,48,2017-02-05
1081891,19509,5801726,78,2017-03-31
1081895,29950,1893724,13,2017-05-19
1081902,52850,6551660,53,2017-02-13
1081910,66986,6412099,19,2017-03-09
1081911,61451,7961402,33,2017-05-05
1081921,15703,3714198,77,2017-02-06
1081924,18442,4423657,84,2017-01-31
1081930,19981,4306951,38,2017-05-08
1081938,42890,5053107,38,2017-04-15
1081942,29801,7075821,2,2017-05-22
1081946,20812,3718316,73,2017-01-17
1081952,24315,4473510,31,2017-03-24
1081960,64133,5336260,51,2017-05-07
1081970,56477,3440231,85,2017-05-21
1081975,34612,3209406,85,2017-02-14
1081985,36387,7265689,28,2017-02-05
1081988,47936,1539374,70,2017-03-27
1081995,67975,9288537,66,2017-02-14
1081997,47574,6018751,69,2017-03-27
1082007,29025,7215893,54,2017-03-09
1082008,56396,4035525,61,2017-01-23
1082013,35222,7963858,52,2017-05-14
1082019,44676,9204288,32,2017-01-12
1082025,51799,8501340,53,2017-03-15
1082033,28331,6492895,90,2017-02-28
1082034,39331,7695054,78,2017-01-26
1082037,25824,1459974,55,2017-02-24
1082046,28302,4044324,20,2017-05-12
1082049,53563,7221263,97,2017-03-05
1082050,58517,7932661,33,2017-05-12
1082058,20077,3460252,27,2017-01-01
1082064,10773,4932305,96,2017-05-08
1082072,59864,7925130,28,2017-03-20
1082073,56984,8820416,5,2017-03-14
1082075,62795,5381189,74,2017-05-26
1082082,44947,3626602,88,2017-01-20
1082086,30635,2966979,79,2017-05-27
1082093,13605,8305717,34,2017-01-29
1082094,33880,4083670,4,2017-01-31
1082096,31805,2332841,4,2017-03-06
1082103,52805,4140284,65,2017-05-13
1082106,60950,2948062,15,2017-02-13
1082111,30356,7819159,67,2017-05-30
1082114,65117,3298747,86,2017-01-06
1082117,40952,2230119,14,2017-04-22
1082122,62794,9031595,47,2017-05-26
1082130,12740,5080487,68,2017-03-03
1082137,49480,4964832,22,2017-01-24
1082147,45891,8818971,56,2017-01-20
1082157,20830,9221207,28,2017-02-10
1082159,62530,5651044,69,2017-03-10
1082167,59491,5061429,66,2017-05-05
1082175,56764,5003991,38,2017-04-16
1082181,31398,1712866,68,2017-02-07
1082184,58804,7173071,29,2017-05-10
1082194,39133,1824966,45,2017-05-09
1082198,54213,7841739,47,2017-01-14
1082206,63287,4974801,65,2017-04-16
1082208,45359,8155857,81,2017-04-18
1082209,31566,1329961,85,2017-02-04
1082212,52905,8394685,47,2017-02-12
1082221,35360,5373209,32,2017-04-18
1082228,44573,2801653,41,2017-05-30
1082231,33601,4673413,23,2017-04-23
1082232,46524,7311825,51,2017-02-06
1082234,63225,6986632,64,2017-03-22
1082240,42221,4625178,77,2017-03-25
1082244,30920,8534726,6,2017-02-02
1082246,44797,1992683,10,2017-04-26
1082254,17399,4051057,39,2017-05-09
1082262,68402,2932463,46,2017-05-17
1082266,16037,3690267,33,2017-05-05
1082276,62551,2642560,16,2017-03-11
1082281,64012,6792230,81,2017-02-13
1082291,61621,2407908,47,2017-03-07
1082298,10457,7139053,98,2017-01-16
1082306,40530,4691435,22,2017-04-05
1082315,65105,2511750,65,2017-03-20
1082317,59374,5025164,6,2017-01-11
1082321,65218,5141186,97,2017-03-04
1082326,26564,2952262,30,2017-01-25
1082331,39536,1367604,43,2017-01-09
1082336,13048,7997094,73,2017-04-22
1082339,62794,4271108,33,2017-03-18
1082342,46017,2793285,72,2017-02-25
1082345,26760,8271973,36,2017-02-21
1082347,49290,2070635,74,2017-02-11
1082352,57225,6205506,57,2017-03-15
1082360,12436,3403919,88,2017-03-21
1082365,65410,7413178,82,2017-05-29
1082373,39327,7010118,33,2017-01-17
1082375,14876,6417805,7,2017-05-07
1082380,56596,8269668,13,2017-03-01
1082386,44087,3464679,32,2017-02-22
1082395,40061,8069716,22,2017-03-26
1082405,60292,7986780,64,2017-01-15
1082407,20258,3342670,10,2017-01-04
1082409,25902,4578804,6,2017-02-22
1082415,54553,7058284,27,2017-03-08
1082419,13599,7546309,59,2017-05-24
1082428,39666,7314511,87,2017-05-26
1082431,46612,2490491,49,2017-02-10
1082438,25595,8587211,50,2017-02-12
1082443,34009,7907358,39,2017-02-12
1082451,19563,5336961,81,2017-05-01
1082454,37686,3422631,34,2017-05-01
1082461,49648,8384530,13,2017-01-14
1082470,40098,4025305,20,2017-05-25
1082471,34685,5388456,85,2017-01-25
1082473,13048,6413141,27,2017-03-05
1082477,52842,8639136,14,2017-01-25
1082482,33626,1598797,13,2017-03-19
1082491,23880,8893722,44,2017-05-31
1082493,42495,6405248,39,2017-01-10
1082496,18990,6265289,77,2017-04-27
1082501,41357,2556084,29,2017-03-31
1082502,44242,8794360,41,2017-02-04
1082509,43717,3741884,7,2017-02-16
1082515,59972,7146395,3,2017-01-19
1082522,17477,2904009,49,2017-04-30
1082526,56477,1329060,5,2017-01-02
1082535,67920,6809491,65,2017-04-27
1082542,43081,5044576,24,2017-02-14
1082549,21155,6898567,17,2017-02-08
1082556,20155,4878052,80,2017-02-26
1082557,48697,2312016,47,2017-05-05
1082559,28606,8632155,63,2017-03-17
1082566,15383,4688464,100,2017-04-27
1082573,59919,2086727,58,2017-05-18
1082578,20661,1666354,95,2017-05-16
1082583,37960,7401780,46,2017-04-15
1082586,29214,5970925,86,2017-01-05
1082594,43190,4682888,14,2017-05-23
1082602,18181,5308275,71,2017-05-03
1082609,39038,8541075,56,2017-01-13
1082610,50325,8274435,64,2017-03-05
1082616,13989,4039762,47,2017-01-20
1082617,21810,5553360,13,2017-02-19
1082623,34313,4340290,21,2017-03-16
1082625,51460,3195120,15,2017-04-03
1082626,40689,7508395,95,2017-05-03
1082630,11969,7107225,9,2017-03-28
1082638,13159,7725131,25,2017-01-04
1082648,51417,6109772,69,2017-05-04
1082649,12883,3548282,24,2017-03-18
1082651,29482,5812986,30,2017-04-19
1082654,14499,5746466,40,2017-03-05
1082663,52495,7256018,100,2017-04-18
1082669,27492,8391784,47,2017-01-03
1082675,30668,6304066,43,2017-04-15
1082680,12311,4536223,83,2017-03-11
1082681,31213,7583932,100,2017-04-04
1082688,49104,8626035,72,2017-04-27
1082697,44754,3608898,72,2017-01-16
1082704,23132,2960540,46,2017-03-25
1082712,39867,5700342,74,2017-03-13
1082721,55062,2662852,58,2017-05-09
1082728,68190,4744057,100,2017-05-30
1082737,45451,2778146,55,2017-01-07
1082741,29613,6205289,43,2017-04-03
1082745,14111,7754450,68,2017-02-05
1082755,20415,4627787,8,2017-03-31
1082761,30347,7762194,22,2017-05-17
1082764,14879,5469910,31,2017-03-18
1082774,64728,4767377,98,2017-04-20
1082779,46529,3274430,62,2017-04-24
1082780,13598,6824102,15,2017-03-06
1082789,39367,8474743,17,2017-04-08
1082791,15067,8377912,31,2017-01-25
1082794,50530,3756704,37,2017-01-25
1082798,45451,7781139,47,2017-05-01
1082802,64550,5097335,89,2017-02-04
1082812,51386,8958201,87,2017-04-16
1082813,52748,7802190,86,2017-05-30
1082817,32714,7780992,12,2017-04-17
1082820,27359,5413340,69,2017-05-19
1082826,51621,7249549,66,2017-02-07
1082836,26538,3252072,36,2017-05-08
1082837,53610,1372095,65,2017-01-27
1082843,51760,5110835,45,2017-05-02
1082844,34333,2985045,76,2017-03-20
1082850,43662,2138967,75,2017-01-01
1082851,54844,4752435,85,2017-02-11
1082853,35264,2631310,29,2017-05-02
1082857,16812,5882824,90,2017-05-11
1082866,69182,9047712,49,2017-05-28
1082870,56189,4446745,24,2017-02-11
1082876,37947,2609056,48,2017-04-25
1082883,10410,7271812,18,2017-02-02
1082884,11789,8626073,26,2017-05-29
1082890,50862,1726300,56,2017-02-16
1082894,51782,3039229,35,2017-05-22
1082897,18358,2433917,73,2017-02-15
1082900,17206,8174646,95,2017-04-09
1082901,52226,6103691,24,2017-05-13
1082906,49419,6278329,28,2017-03-27
1082915,39987,5118081,1,2017-02-26
1082918,18720,6032281,20,2017-05-13
1082927,29927,2456002,5,2017-04-29
1082933,12747,8693252,42,2017-05-13
1082936,63225,3701296,100,2017-05-13
1082943,49498,1420064,22,2017-03-16
1082948,11806,7266354,72,2017-03-20
1082951,51952,5113426,13,2017-03-06
1082958,58767,6995098,73,2017-01-19
1082968,44201,9317932,55,2017-03-11
1082973,19740,9330266,5,2017-03-27
1082977,25876,3236549,19,2017-04-19
1082981,51212,4605620,7,2017-01-13
1082984,69232,8698498,28,2017-03-30
1082990,60258,4835309,49,2017-03-16
1082992,60795,2262503,34,2017-04-28
1082995,66467,6758890,45,2017-01-07
1082996,46741,3893929,40,2017-03-08
1082999,11648,1379614,22,2017-01-12
1083004,12292,4656806,14,2017-03-24
1083006,50688,6695599,8,2017-03-13
1083007,29948,6275323,64,2017-03-25
1083016,42258,7510526,48,2017-01-08
1083018,67510,2217238,68,2017-01-02
1083028,11020,8301348,99,2017-04-28
1083037,60725,5547860,46,2017-04-12
1083047,27338,5044288,31,2017-01-03
1083050,36521,9322159,2,2017-02-23
1083059,48309,5774094,66,2017-05-22
1083069,41669,2762534,83,2017-01-18
1083079,50991,3928080,77,2017-01-29
1083086,34313,7325545,51,2017-04-11
1083087,65480,5855502,23,2017-05-09
1083094,50929,2543087,98,2017-01-06
1083101,13302,8444304,70,2017-03-22
1083111,56659,2827440,43,2017-04-19
1083115,58951,8807475,78,2017-05-03
1083119,16875,2925881,2,2017-02-21
1083122,60434,7012058,14,2017-02-14
1083123,12806,5179158,40,2017-03-15
1083129,29252,4015862,90,2017-01-01
1083131,25602,7718900,28,2017-02-23
1083139,34602,2813413,82,2017-02-13
1083143,42669,2779738,86,2017-03-10
1083150,36058,1589477,66,2017-02-25
1083153,22949,3309459,55,2017-03-14
1083157,48355,3350903,9,2017-05-16
1083167,36319,4937534,48,2017-05-10
1083175,47737,6813190,14,2017-02-06
1083181,64790,8914650,18,2017-02-21
1083187,37033,1905804,90,2017-02-12
1083189,25982,1547819,100,2017-02-09
1083190,24078,2672175,35,2017-01-21
1083199,42488,6618978,49,2017-03-17
1083204,50795,6759901,39,2017-04-02
1083208,69988,5594944,53,2017-03-22
1083210,29015,4316504,84,2017-03-25
1083217,25548,9331373,72,2017-03-01
1083219,48844,6332034,3,2017-03-09
1083222,12851,2357040,55,2017-03-15
1083227,33636,6248802,73,2017-05-20
1083237,14055,9256111,31,2017-04-13
1083240,50745,7727839,33,2017-05-29
1083242,62750,8474904,94,2017-05-06
1083243,46113,8245873,49,2017-03-23
1083249,69287,8891782,1,2017-01-14
1083257,47890,5173706,37,2017-01-25
1083258,15424,1581576,40,2017-03-02
1083267,36708,8809358,72,2017-05-24
1083269,29427,6875855,56,2017-05-02
1083276,12258,8113748,76,2017-05-06
1083285,36448,2961901,87,2017-05-26
1083289,34768,3326331,61,2017-03-01
1083296,41070,7766198,82,2017-03-09
1083297,50297,2181796,11,2017-04-30
1083298,36564,1808460,61,2017-05-16
1083299,67256,7402368,33,2017-03-23
1083309,65444,1301547,52,2017-05-20
1083312,45846,6833473,51,2017-02-08
1083318,31416,1652343,86,2017-04-27
1083326,64858,3798250,17,2017-01-17
1083334,62078,4125628,95,2017-05-05
1083335,44733,8621763,11,2017-03-26
1083344,10606,4100164,26,2017-04-19
1083348,41843,3532632,18,2017-02-19
1083357,58114,5810676,22,2017-01-16
1083360,40958,3502814,27,2017-01-25
1083367,32648,7387493,85,2017-03-20
1083377,17457,5596838,21,2017-02-27
1083378,62795,5711064,1,2017-02-16
1083379,24399,4589269,62,2017-02-13
1083381,26865,7158687,7,2017-05-29
1083384,42605,8096089,63,2017-05-29
1083392,17802,7046895,53,2017-02-23
1083398,50811,2708066,17,2017-05-10
1083403,10958,8404797,23,2017-02-20
1083411,42416,9230041,25,2017-01-29
1083413,40252,1784132,80,2017-02-14
1083423,60384,4064575,49,2017-01-15
1083429,64680,7236925,45,2017-05-21
1083436,26119,3877038,72,2017-01-16
1083442,16682,2894906,22,2017-05-18
1083451,13952,7726140,32,2017-01-08
1083453,42105,6704797,88,2017-04-09
1083463,45810,7294628,60,2017-03-22
1083471,30029,8683211,38,2017-05-23
1083473,66634,7448513,19,2017-02-05
1083480,57511,4757733,27,2017-03-28
1083490,46704,1861588,76,2017-01-31
1083500,47716,4288966,90,2017-03-15
1083505,50988,5381239,63,2017-01-13
1083514,35858,8039381,45,2017-03-11
1083519,36708,7282223,6,2017-04-28
1083521,54543,1956718,79,2017-05-03
1083523,64841,6162675,33,2017-04-29
1083530,18970,1770740,99,2017-05-26
1083533,69555,1935759,59,2017-04-26
1083536,16077,6714664,41,2017-05-10
1083544,50727,5826518,47,2017-01-16
1083546,43951,1655018,85,2017-02-02
1083552,44242,6236283,10,2017-03-13
1083554,11314,8149161,90,2017-03-10
1083563,54183,9051953,39,2017-04-24
1083573,39032,6948583,18,2017-04-06
1083579,60573,3681910,34,2017-01-26
